SECOND_FLD,grid_code
12374_27061,55.17734
12374_27062,381.33734
12375_26951,12.1166
12375_26952,1392.0295999999994
12375_26953,4147.1402
12375_26954,1411.2344
12375_26955,18.5926
12375_26956,960.7625000000003
12375_26957,1802.8391999999992
12375_26958,1214.7043999999999
12375_26959,1226.6562000000001
12375_26960,342.88520000000005
12375_26961,694.4864
12375_26962,675.1677000000001
12375_26963,1245.5332999999996
12375_26964,825.7078000000004
12375_26965,17.7834
12375_26966,1080.4148999999998
12375_26967,2027.5889
12375_26968,608.0228000000001
12375_26971,17.72012
12375_26974,470.55720000000014
12375_26975,1480.2954999999997
12375_26976,407.0555
12375_26978,27.213099999999997
12375_26979,391.78470000000004
12375_26981,34.8519
12375_26982,42.6091
12375_26985,96.78984999999999
12375_26986,1041.1660999999995
12375_26987,717.0389
12375_26988,617.68161
12375_26989,415.52882000000005
12375_26990,1589.0093000000002
12375_26991,578.1228600000001
12375_26992,105.41223000000001
12375_26993,302.90419999999995
12375_26994,101.90540000000001
12375_26995,331.823
12375_26996,330.4462500000001
12375_26998,60.00651
12375_26999,866.1196
12375_27000,718.4638500000001
12375_27001,738.48973
12375_27002,506.05745999999994
12375_27003,76.83735
12375_27004,1176.89552
12375_27005,298.34156999999993
12375_27006,239.86967999999996
12375_27007,237.16434
12375_27008,731.67815
12375_27009,694.0395599999998
12375_27010,67.89600999999999
12375_27011,24.1642
12375_27012,266.54641999999996
12375_27013,1417.0199900000007
12375_27014,977.9413200000001
12375_27015,123.07565
12375_27016,38.107459999999996
12375_27017,271.13089
12375_27018,826.5403400000001
12375_27019,255.88636000000002
12375_27020,401.30917999999986
12375_27021,10.33361
12375_27025,169.83931
12375_27026,5.29546
12375_27032,306.37050000000005
12375_27033,589.3199000000001
12375_27034,315.7106
12375_27035,23.817700000000002
12375_27037,843.5835499999998
12375_27038,416.9960599999999
12375_27041,43.120360000000005
12375_27044,44.834270000000004
12375_27055,32.249300000000005
12375_27062,295.25551999999993
12375_27063,47.72538
12376_26950,100.10999999999999
12376_26951,605.2035999999999
12376_26952,2724.2591000000007
12376_26953,6461.8549
12376_26954,5513.8952
12376_26955,2176.8666999999996
12376_26956,2356.919700000001
12376_26957,1003.8134999999997
12376_26958,784.7480999999999
12376_26959,1524.8880000000001
12376_26960,2215.7551999999996
12376_26961,2151.6153
12376_26962,1219.7048999999997
12376_26963,299.73310000000004
12376_26964,44.599
12376_26965,1470.9826999999996
12376_26966,4226.2368
12376_26967,1630.9929
12376_26968,1168.5932000000005
12376_26969,197.04720000000003
12376_26970,9.89408
12376_26971,56.5319
12376_26974,818.6962
12376_26975,2374.4600000000005
12376_26976,309.9076600000001
12376_26977,1675.0644999999997
12376_26978,1808.3221000000008
12376_26979,426.98209999999995
12376_26980,41.9646
12376_26981,801.8349000000002
12376_26982,1582.8126
12376_26983,164.97269999999997
12376_26984,341.8973000000001
12376_26985,1026.5403
12376_26986,1665.2198999999991
12376_26987,685.3085699999998
12376_26988,174.19585
12376_26989,692.9728000000001
12376_26990,641.03164
12376_26991,881.7201999999997
12376_26992,708.8863999999999
12376_26993,75.81594999999999
12376_26994,58.59222
12376_26995,12.8172
12376_26996,352.36904000000004
12376_26997,334.89711
12376_26998,31.293120000000002
12376_26999,239.80508999999995
12376_27000,689.24549
12376_27001,221.10240999999996
12376_27002,445.63001000000014
12376_27004,688.53966
12376_27005,494.56001000000003
12376_27006,77.60009
12376_27007,25.17948
12376_27008,362.62099000000006
12376_27009,454.2067999999999
12376_27010,95.34094999999999
12376_27011,187.82866
12376_27012,902.4679699999996
12376_27013,2079.04083
12376_27014,687.1335099999998
12376_27015,799.6520899999996
12376_27016,658.4275000000001
12376_27018,8.67094
12376_27019,8.03166
12376_27020,201.83202000000003
12376_27021,70.87998
12376_27024,40.0286
12376_27025,343.0716799999999
12376_27026,10.561910000000001
12376_27028,49.600669999999994
12376_27032,66.8291
12376_27033,1246.7948700000006
12376_27034,1872.9613000000008
12376_27035,437.27580000000006
12376_27037,780.6398899999998
12376_27038,53.39457
12376_27040,4.74545
12376_27041,95.76590000000002
12376_27044,44.40423
12376_27051,103.77809
12376_27056,223.59902000000002
12376_27062,263.29421999999994
12376_27063,133.61928999999998
12377_26946,5.7973099999999995
12377_26949,1420.6485999999993
12377_26950,2058.6852
12377_26951,1411.8839999999993
12377_26952,4193.0145999999995
12377_26953,8301.980399999999
12377_26954,7035.881699999999
12377_26955,2824.1081000000004
12377_26956,4139.187199999999
12377_26957,2991.801599999999
12377_26958,1037.0999000000002
12377_26959,3128.214900000001
12377_26960,2696.5666999999985
12377_26961,5043.294799999998
12377_26962,2173.7698999999993
12377_26963,3257.7173
12377_26964,1156.3752999999997
12377_26965,4061.0755
12377_26966,5755.104199999999
12377_26967,3024.158700000001
12377_26968,2168.9208
12377_26969,368.41130000000004
12377_26970,181.80759999999998
12377_26971,773.0063000000001
12377_26972,801.9267
12377_26973,740.1576
12377_26974,1741.8647000000008
12377_26975,1503.4860999999994
12377_26976,1728.8278000000005
12377_26977,2078.6078999999995
12377_26978,2006.5578999999993
12377_26979,1857.308
12377_26980,1286.5395999999998
12377_26981,1590.843800000001
12377_26982,1414.6392000000008
12377_26983,1214.2777999999998
12377_26984,1849.984999999999
12377_26985,857.7229000000002
12377_26986,606.1217700000001
12377_26987,736.9576199999998
12377_26988,685.7190599999998
12377_26989,841.5803900000002
12377_26990,21.4513
12377_26991,219.15537
12377_26992,141.69031999999999
12377_26993,92.88381
12377_26994,91.4068
12377_26995,478.5782799999999
12377_26996,743.5612299999999
12377_26997,61.35829
12377_26998,32.6621
12377_26999,401.25970000000007
12377_27000,1224.5544
12377_27001,842.12098
12377_27002,58.54208
12377_27003,222.19035000000002
12377_27004,237.71929
12377_27005,975.1704499999997
12377_27006,464.01345999999984
12377_27007,67.91473
12377_27008,515.34903
12377_27009,228.62828000000005
12377_27010,841.4374600000001
12377_27011,1499.0481600000005
12377_27012,547.1917800000001
12377_27013,555.9455600000001
12377_27014,234.75056999999995
12377_27015,638.56878
12377_27016,646.6968
12377_27017,50.90834
12377_27018,40.26239
12377_27019,545.6438800000001
12377_27020,826.52009
12377_27021,1139.9942800000003
12377_27022,219.13004999999998
12377_27024,11.47673
12377_27025,67.75665
12377_27031,28.09092
12377_27033,61.21481
12377_27034,1008.1188899999999
12377_27035,231.41721000000004
12377_27036,157.42896
12377_27037,221.09853999999999
12377_27047,56.751
12377_27048,95.09457
12377_27051,237.23299
12377_27056,1064.7403299999996
12377_27057,205.61031000000003
12377_27059,40.18102
12377_27060,10.107479999999999
12377_27062,109.42439000000002
12377_27063,108.10937000000001
12378_26947,52.4328
12378_26948,1112.0548999999996
12378_26949,597.2359999999999
12378_26950,777.9509999999999
12378_26951,1618.8511000000003
12378_26952,4735.406700000001
12378_26953,2977.501299999999
12378_26954,2350.6458999999995
12378_26955,2962.4293999999995
12378_26956,2463.1571000000004
12378_26957,849.5366000000001
12378_26958,2961.6587000000004
12378_26959,6655.4578
12378_26960,6367.518899999999
12378_26961,8193.971700000004
12378_26962,9837.913999999999
12378_26963,12484.1965
12378_26964,8514.877799999998
12378_26965,8039.857899999996
12378_26966,7382.421200000002
12378_26967,4990.1282999999985
12378_26968,4535.9199
12378_26969,2677.156799999999
12378_26970,1439.7233999999996
12378_26971,515.5779000000001
12378_26972,1630.6180000000002
12378_26973,1652.5250000000003
12378_26974,1857.2807
12378_26975,3462.7882999999993
12378_26976,1268.5019999999995
12378_26977,1399.1575999999998
12378_26978,524.4585999999999
12378_26979,2536.0844000000006
12378_26980,496.6821
12378_26981,1418.2995
12378_26982,724.4399000000001
12378_26983,1487.1897
12378_26984,2311.6324999999993
12378_26986,459.18344000000013
12378_26987,337.19971000000004
12378_26988,99.13186999999998
12378_26989,523.1102700000001
12378_26990,541.3469199999998
12378_26991,1187.4897399999998
12378_26992,348.53319999999997
12378_26993,1178.1888
12378_26994,11.94192
12378_26995,610.66724
12378_26996,347.2381900000001
12378_26997,8.809389999999999
12378_26998,206.65146
12378_26999,1895.6417400000003
12378_27000,1502.0124999999996
12378_27001,1310.3854999999999
12378_27002,991.41445
12378_27003,661.7924800000002
12378_27004,102.25849
12378_27005,305.34135000000003
12378_27006,131.66069000000002
12378_27007,298.64875
12378_27008,1037.7208200000005
12378_27009,431.12353999999993
12378_27010,479.7608
12378_27011,848.3880299999996
12378_27012,564.2061199999999
12378_27013,1116.55268
12378_27014,636.1010400000002
12378_27015,37.28335
12378_27016,12.74863
12378_27017,6.046209999999999
12378_27018,24.22139
12378_27019,880.4811499999997
12378_27020,1201.5861599999998
12378_27021,795.5202199999997
12378_27022,242.09193999999997
12378_27029,13.997720000000001
12378_27030,24.09783
12378_27034,88.24482
12378_27035,11.3287
12378_27036,7.851719999999999
12378_27037,15.142199999999999
12378_27040,31.798359999999995
12378_27041,5.25814
12378_27043,128.57687
12378_27044,15.30708
12378_27047,12.050460000000001
12378_27048,348.20817999999986
12378_27051,222.07553000000001
12378_27053,21.51953
12378_27054,90.11390999999999
12378_27056,958.1218200000001
12378_27057,565.16098
12378_27058,261.49494
12378_27059,218.45843000000002
12378_27060,112.03689
12378_27062,11.88375
12379_26937,13.760580000000001
12379_26947,1272.4007999999997
12379_26948,1655.9551999999996
12379_26949,877.7686999999996
12379_26950,2481.4367
12379_26951,2925.5349999999994
12379_26952,2733.2412999999992
12379_26953,1235.3917999999999
12379_26954,1159.8606000000002
12379_26955,1613.8687000000002
12379_26956,1464.7804000000003
12379_26957,1024.6072
12379_26958,1879.8112000000003
12379_26959,1487.7413000000008
12379_26960,3637.7209000000003
12379_26961,8770.206099999998
12379_26962,15440.840299999998
12379_26963,17589.819699999996
12379_26964,14044.846700000006
12379_26965,13781.5925
12379_26966,6960.139799999998
12379_26967,7161.961399999998
12379_26968,10428.969399999994
12379_26969,3930.059400000001
12379_26970,1663.2134999999994
12379_26971,1628.8048000000001
12379_26972,1190.0904999999998
12379_26973,3538.738500000001
12379_26974,4526.9475999999995
12379_26975,1297.0528000000002
12379_26976,3124.203799999998
12379_26977,3682.0158999999994
12379_26978,1610.0269999999996
12379_26979,2841.8506
12379_26980,894.2375
12379_26981,2865.3757
12379_26982,2681.560299999999
12379_26983,2203.1406000000006
12379_26984,292.0852
12379_26986,1114.07328
12379_26987,587.1518500000002
12379_26988,925.9877499999998
12379_26989,1361.3305
12379_26990,1525.5945999999994
12379_26991,2848.0719999999983
12379_26992,3497.6149000000005
12379_26993,1615.6397200000001
12379_26994,324.3404400000001
12379_26995,531.0564400000001
12379_26996,1437.9724899999999
12379_26997,413.62457000000006
12379_26998,493.52759999999984
12379_26999,1861.5141899999999
12379_27000,1530.0008999999998
12379_27001,3643.6427000000003
12379_27002,5281.045599999996
12379_27003,2648.7832
12379_27004,36.24588
12379_27005,526.3780899999999
12379_27006,328.99714
12379_27007,91.5492
12379_27008,551.69323
12379_27009,1010.3518500000001
12379_27010,1375.362460000001
12379_27011,899.9771700000001
12379_27012,147.50563
12379_27013,554.4951700000003
12379_27014,351.14153999999996
12379_27015,703.5495000000002
12379_27016,110.12209999999999
12379_27017,327.86636000000004
12379_27018,94.68988999999998
12379_27019,369.13418000000013
12379_27020,826.2688299999999
12379_27021,601.4001499999999
12379_27022,128.52513000000002
12379_27026,37.71790000000001
12379_27028,210.95981000000006
12379_27029,55.68325
12379_27030,25.24666
12379_27034,223.34089999999998
12379_27035,556.0373300000001
12379_27036,876.46045
12379_27037,690.75999
12379_27038,70.08326
12379_27039,71.97369
12379_27040,182.40332999999998
12379_27043,101.3648
12379_27048,311.21904000000006
12379_27049,328.9125600000001
12379_27051,63.8015
12379_27053,12.361239999999999
12379_27054,16.40703
12379_27055,668.9942900000001
12379_27056,1318.64278
12379_27057,236.0312
12379_27058,718.8702700000001
12379_27059,708.0635300000002
12379_27060,825.28473
12379_27062,378.5253199999999
12379_27063,775.18442
12379_27064,94.95759
12379_27065,26.03235
12380_26933,70.48668
12380_26936,7.2827399999999995
12380_26941,100.31320000000001
12380_26946,780.9864999999999
12380_26947,1593.6416000000006
12380_26948,2079.8502
12380_26949,2566.418200000001
12380_26950,2892.9365000000007
12380_26951,1290.6682999999998
12380_26952,1717.0632999999998
12380_26953,1648.5442999999996
12380_26954,883.9482000000002
12380_26955,1167.6163000000001
12380_26956,1964.099
12380_26957,1954.2145999999996
12380_26958,2411.4574000000002
12380_26959,2203.673800000001
12380_26960,4235.4134
12380_26961,5310.743700000002
12380_26962,10361.065899999998
12380_26963,13561.810600000004
12380_26964,11256.676400000002
12380_26965,7619.8744
12380_26966,2531.0411000000004
12380_26967,5802.229999999998
12380_26968,9871.338900000002
12380_26969,4834.072200000001
12380_26970,2135.9396000000006
12380_26971,841.795
12380_26972,136.3511
12380_26973,2808.2728000000006
12380_26974,2321.4694999999992
12380_26975,1346.3787000000002
12380_26976,1515.9745000000003
12380_26977,2492.1209000000003
12380_26978,3038.181000000001
12380_26979,2172.9698999999996
12380_26980,2761.8561
12380_26981,2887.9912000000004
12380_26982,2543.0191999999997
12380_26983,2484.7697000000007
12380_26984,2789.080000000001
12380_26986,1409.2425999999996
12380_26987,551.65279
12380_26988,2336.8019999999988
12380_26989,1403.5611700000002
12380_26990,1099.4630000000002
12380_26991,876.7507999999999
12380_26992,2519.2335999999996
12380_26993,1453.7954600000012
12380_26994,594.9348800000001
12380_26995,662.9378200000001
12380_26996,2070.02564
12380_26997,549.4636400000002
12380_26998,536.52852
12380_26999,757.78828
12380_27000,1853.2741999999998
12380_27001,2770.2515000000003
12380_27002,2444.7487000000006
12380_27003,1975.6483000000007
12380_27005,963.7900999999999
12380_27006,949.2499400000003
12380_27007,567.3784399999998
12380_27008,1661.9120999999993
12380_27009,1811.1270000000002
12380_27010,1331.59399
12380_27011,92.25658
12380_27012,14.44227
12380_27013,347.8130299999999
12380_27014,555.75551
12380_27015,898.4250900000002
12380_27016,819.8360699999998
12380_27017,291.49028
12380_27018,425.42971
12380_27019,213.43849999999998
12380_27020,91.46409999999999
12380_27021,24.682720000000003
12380_27022,111.50263000000001
12380_27023,112.11249000000001
12380_27024,21.152610000000003
12380_27025,113.40706000000002
12380_27026,73.90383
12380_27027,78.39601
12380_27028,160.00883
12380_27029,168.26737999999997
12380_27030,107.59107999999998
12380_27034,975.4340000000001
12380_27035,717.7719399999999
12380_27036,575.2870899999999
12380_27037,1948.9461999999994
12380_27038,1011.8777699999999
12380_27043,179.92401999999998
12380_27044,491.7644400000002
12380_27049,242.86117
12380_27050,506.57934
12380_27051,1817.0355999999995
12380_27052,376.17422
12380_27053,47.29144
12380_27054,80.05511000000001
12380_27055,1618.3515199999997
12380_27056,1517.8973800000003
12380_27057,716.22299
12380_27058,851.4903099999999
12380_27059,476.98833
12380_27060,133.43746000000002
12380_27061,476.23527999999993
12380_27062,1268.7609999999997
12380_27063,604.9442400000001
12380_27065,23.132279999999998
12381_26933,15.37063
12381_26936,63.31344000000001
12381_26942,49.22035
12381_26945,1573.8068999999996
12381_26946,422.32230000000004
12381_26947,1772.5691000000006
12381_26948,2116.8126999999995
12381_26949,2499.5259999999985
12381_26950,2316.4497
12381_26951,568.90238
12381_26952,1083.2751
12381_26953,363.8166
12381_26954,983.5921000000001
12381_26955,1302.5141999999998
12381_26956,1932.2935
12381_26957,2187.7254000000003
12381_26958,3209.3459000000016
12381_26959,5191.474299999999
12381_26960,5359.3538
12381_26961,4903.247399999999
12381_26962,7209.243699999997
12381_26963,9334.2973
12381_26964,8464.225199999997
12381_26965,2582.9161999999988
12381_26966,2838.9078000000004
12381_26967,5104.125700000001
12381_26968,5692.308099999999
12381_26969,3353.6020000000003
12381_26970,1441.5860000000002
12381_26971,1747.4473000000007
12381_26972,1610.7953999999997
12381_26973,2461.9073999999996
12381_26974,1373.9778
12381_26975,1080.9829
12381_26976,1358.2142999999999
12381_26977,1329.5603
12381_26978,3282.7258
12381_26979,2639.4256000000023
12381_26980,1120.8421000000003
12381_26981,2162.1802000000002
12381_26982,2890.5641
12381_26983,2080.587
12381_26984,1401.6826
12381_26985,600.2954000000001
12381_26986,693.2600900000002
12381_26987,105.81349999999999
12381_26988,106.52495
12381_26989,320.78007
12381_26990,226.72849000000005
12381_26991,247.84075
12381_26992,554.57506
12381_26993,796.9960299999997
12381_26994,857.5925199999997
12381_26995,262.9426200000001
12381_26996,606.85847
12381_26997,1306.8057299999996
12381_26998,446.00890000000004
12381_26999,499.38365
12381_27000,1544.7556000000006
12381_27001,1105.8206400000001
12381_27002,2790.8414000000002
12381_27003,167.4954
12381_27004,9.6624
12381_27005,257.52085
12381_27006,416.80698
12381_27007,1202.8742299999994
12381_27008,3538.0952000000007
12381_27009,1302.3961299999999
12381_27010,79.73572
12381_27011,161.68380000000002
12381_27012,761.4913099999998
12381_27013,224.62613000000002
12381_27014,812.25591
12381_27015,219.44751000000002
12381_27016,826.41631
12381_27017,17.54876
12381_27018,102.09893000000001
12381_27019,124.90728000000001
12381_27020,642.7450299999997
12381_27021,547.8446099999996
12381_27022,809.2614500000002
12381_27023,194.87039999999996
12381_27024,657.5859299999996
12381_27025,349.54716
12381_27026,40.45347
12381_27027,39.583029999999994
12381_27028,80.71458
12381_27029,15.022369999999999
12381_27030,133.91604999999998
12381_27031,79.84645
12381_27032,159.99354999999997
12381_27033,759.2874599999999
12381_27034,1051.4638000000002
12381_27035,1383.9879099999996
12381_27036,908.8697000000001
12381_27037,1464.4076999999997
12381_27038,2000.5283000000013
12381_27039,11.4911
12381_27040,596.3777000000001
12381_27043,179.0494
12381_27044,438.7998500000001
12381_27045,34.4139
12381_27046,180.42639999999997
12381_27047,80.1302
12381_27048,183.89693
12381_27049,295.50577
12381_27050,183.72903000000002
12381_27051,1584.5692999999987
12381_27052,1886.3030999999992
12381_27053,180.4466
12381_27054,429.10314000000005
12381_27055,1704.2032299999998
12381_27056,785.7530600000002
12381_27057,2104.3885999999998
12381_27058,1273.9940100000001
12381_27059,795.9417900000002
12381_27060,317.03965
12381_27061,1015.4903699999999
12381_27062,2168.362
12381_27063,314.51756000000006
12381_27064,47.99008
12381_27065,161.34456999999998
12381_27066,32.43398
12382_26944,1229.0377000000003
12382_26945,1530.6284000000003
12382_26946,282.34164
12382_26947,1296.7830999999999
12382_26948,2462.4482
12382_26949,1990.9643999999998
12382_26950,2109.4474
12382_26951,1606.5817999999995
12382_26952,3156.2409000000002
12382_26953,1447.9042000000002
12382_26954,1145.1385
12382_26955,1597.8574
12382_26956,1745.6277
12382_26957,3031.1407
12382_26958,777.3194000000001
12382_26959,3233.9592000000002
12382_26960,3319.848
12382_26961,1855.4602999999997
12382_26962,4029.154699999999
12382_26963,5186.6204
12382_26964,4633.240600000001
12382_26965,3335.7375999999995
12382_26966,3842.7381000000005
12382_26967,3745.5652
12382_26968,2938.9213
12382_26969,980.0185
12382_26970,1850.1394000000003
12382_26971,1828.4652999999994
12382_26972,1141.1331999999995
12382_26973,989.7896999999998
12382_26974,1152.7431700000004
12382_26975,597.6655000000001
12382_26976,1014.8862999999999
12382_26977,1495.9465000000002
12382_26978,2147.9103999999998
12382_26979,2559.6796999999992
12382_26980,678.1614000000001
12382_26981,457.55550000000005
12382_26982,469.6778
12382_26983,1043.1706999999997
12382_26984,1405.5021999999994
12382_26985,785.1850700000002
12382_26987,132.66265
12382_26988,519.95126
12382_26989,313.67684
12382_26990,58.789539999999995
12382_26991,320.18823
12382_26992,898.54062
12382_26993,369.1206500000002
12382_26995,217.64662999999996
12382_26996,564.22323
12382_26997,1658.0871600000005
12382_26998,944.8842000000001
12382_26999,776.7050600000001
12382_27000,2027.0328000000004
12382_27001,848.6464499999997
12382_27002,2147.3632
12382_27003,15.7606
12382_27004,27.06326
12382_27005,20.534239999999997
12382_27006,992.2960899999999
12382_27007,1219.7195399999998
12382_27008,1216.0336100000004
12382_27009,1308.7453799999998
12382_27010,940.9901799999999
12382_27011,930.0362700000001
12382_27012,762.1332000000001
12382_27013,470.47163
12382_27014,310.80451
12382_27015,575.7432700000002
12382_27016,1230.0325300000002
12382_27017,878.21443
12382_27018,120.86825000000002
12382_27019,45.52532
12382_27020,830.7617600000001
12382_27021,989.1480000000003
12382_27022,419.11135000000013
12382_27023,21.87193
12382_27024,8.96057
12382_27026,206.14253
12382_27027,21.930950000000003
12382_27028,134.72258
12382_27029,1825.4416099999994
12382_27030,2085.5590999999995
12382_27031,872.1265399999995
12382_27032,1232.6649700000005
12382_27033,2391.5116000000007
12382_27034,2786.499100000001
12382_27035,2024.5983999999996
12382_27036,720.3690200000001
12382_27037,1291.3024
12382_27038,921.3522499999997
12382_27040,508.14089999999993
12382_27041,253.62380000000002
12382_27042,87.38019
12382_27043,247.60099999999997
12382_27044,173.23211000000003
12382_27045,778.1890999999998
12382_27046,585.43689
12382_27047,2332.6261999999997
12382_27048,1817.28186
12382_27049,218.94483
12382_27050,185.59468000000004
12382_27052,1020.6450400000002
12382_27053,7.62295
12382_27054,150.00048999999999
12382_27055,1159.0034399999995
12382_27056,421.51462999999995
12382_27057,1638.43924
12382_27058,661.87737
12382_27059,1480.9216500000002
12382_27060,2438.1548399999997
12382_27061,1366.6737999999996
12382_27062,107.59300000000002
12382_27063,173.10248
12382_27064,56.28173
12382_27068,14.70194
12383_26936,17.19281
12383_26943,35.84611
12383_26944,1153.916
12383_26945,1513.4455000000003
12383_26946,137.0528
12383_26947,1863.2561
12383_26948,1962.3738
12383_26949,840.0892999999996
12383_26950,130.03
12383_26951,1360.075
12383_26952,2136.5211999999997
12383_26953,3048.5703
12383_26954,1356.6359000000004
12383_26955,1694.8935
12383_26956,2671.286000000001
12383_26957,5947.226400000002
12383_26958,3017.3863000000006
12383_26959,2649.6000000000004
12383_26960,1909.8560999999993
12383_26961,4737.982999999998
12383_26962,4106.008999999998
12383_26963,3643.677300000002
12383_26964,3227.2268
12383_26965,2415.2267999999985
12383_26966,3910.189100000001
12383_26967,3527.8957999999993
12383_26968,2250.9625
12383_26969,1634.8432999999995
12383_26970,2721.587700000001
12383_26971,2387.351
12383_26972,1400.9387999999994
12383_26973,610.2257
12383_26974,1724.7910000000002
12383_26975,1186.6331
12383_26976,2423.0636
12383_26977,2780.8348
12383_26978,4562.999700000001
12383_26979,2306.6097000000004
12383_26980,1842.3519000000001
12383_26981,512.0527
12383_26982,97.02484999999999
12383_26983,682.092
12383_26984,2697.151
12383_26985,2506.6729000000005
12383_26987,1185.6934599999997
12383_26988,1084.2796
12383_26989,530.9453399999999
12383_26990,183.31701999999999
12383_26991,267.15669
12383_26992,362.25472
12383_26993,246.22274000000004
12383_26994,48.1547
12383_26995,72.17736000000001
12383_26996,198.1046
12383_26997,1966.0611199999996
12383_26998,728.33448
12383_26999,227.96403999999995
12383_27000,1840.1140999999996
12383_27001,2292.7929999999997
12383_27002,2159.224400000001
12383_27003,516.9268000000001
12383_27004,16.26688
12383_27006,638.9918300000002
12383_27007,910.3699999999999
12383_27008,821.35737
12383_27009,977.7414399999998
12383_27010,97.2803
12383_27011,263.24158000000006
12383_27012,180.5291
12383_27013,1601.2734100000002
12383_27014,1598.09475
12383_27015,706.231
12383_27016,242.12797999999995
12383_27017,212.47027
12383_27018,156.74867000000003
12383_27019,137.10311000000002
12383_27020,235.27198000000007
12383_27021,332.7407000000001
12383_27022,748.8614199999998
12383_27023,34.74169
12383_27024,297.42276999999996
12383_27025,185.93237000000002
12383_27026,17.110100000000003
12383_27027,62.76317
12383_27029,674.4992100000003
12383_27030,572.4556
12383_27031,429.24185
12383_27032,382.29028000000017
12383_27033,2265.9852000000005
12383_27034,3507.9573999999993
12383_27035,1301.7765
12383_27036,1053.07754
12383_27037,1528.2460000000003
12383_27038,1136.1232
12383_27039,1397.0269400000004
12383_27040,210.97376
12383_27041,330.71302000000003
12383_27042,1195.8153
12383_27043,1636.1026000000004
12383_27044,1407.4590999999996
12383_27045,1182.9936
12383_27046,2171.513999999999
12383_27047,1852.4259000000002
12383_27048,542.9911
12383_27049,20.18022
12383_27050,692.94431
12383_27051,72.18522999999999
12383_27052,761.7402099999999
12383_27053,59.77104
12383_27054,155.52352
12383_27055,1221.8006
12383_27056,1598.0962399999999
12383_27057,1640.0996
12383_27058,2167.8492199999996
12383_27059,1636.7098999999996
12383_27060,2384.2032
12383_27061,67.99780000000001
12383_27062,300.04662999999994
12383_27063,1191.5574599999998
12383_27064,629.9198
12383_27065,685.8076499999999
12383_27066,581.0097099999999
12383_27067,137.01756
12384_26935,40.9012
12384_26943,99.17862
12384_26944,59.61153
12384_26945,47.2729
12384_26947,1169.7620999999997
12384_26948,2539.7697000000003
12384_26949,1326.9237000000003
12384_26950,677.2400000000002
12384_26951,1711.7775
12384_26952,2432.7851000000005
12384_26953,3429.9404
12384_26954,2161.8783
12384_26955,2360.9862000000007
12384_26956,1757.5949999999998
12384_26957,2574.2236999999986
12384_26958,741.3278000000001
12384_26959,1944.4101999999996
12384_26960,1904.3839000000007
12384_26961,2382.5092999999993
12384_26962,1116.3783999999998
12384_26963,2127.0436999999997
12384_26964,2310.7867
12384_26965,2981.580500000001
12384_26966,2362.1272999999997
12384_26967,2618.4474000000014
12384_26968,1510.7066000000002
12384_26969,1374.1287
12384_26970,1988.0371
12384_26971,1142.8696999999997
12384_26972,245.05469999999997
12384_26973,185.90419999999997
12384_26974,1855.0185999999994
12384_26975,375.6491
12384_26976,3750.2896000000005
12384_26977,7211.0864999999985
12384_26978,6280.6712
12384_26979,3987.4136
12384_26980,2808.055100000001
12384_26981,1449.3632
12384_26982,1200.634
12384_26983,1610.0990000000006
12384_26984,4734.193799999997
12384_26985,2799.989600000001
12384_26987,1925.3822899999998
12384_26988,1887.0398999999993
12384_26989,611.35191
12384_26990,87.36385
12384_26991,175.29618
12384_26992,1370.4805000000001
12384_26993,188.96589999999998
12384_26994,186.17723999999998
12384_26995,16.62032
12384_26996,235.96749000000003
12384_26997,1373.2818699999996
12384_26998,1844.4713
12384_26999,2795.2316199999987
12384_27000,3485.962099999998
12384_27001,4317.7809
12384_27002,3642.785699999999
12384_27003,601.4135
12384_27004,338.12897999999996
12384_27005,482.1116
12384_27006,1042.38084
12384_27007,1727.2051900000001
12384_27008,292.47339
12384_27009,148.66283
12384_27010,544.5199700000001
12384_27011,1372.1335899999992
12384_27012,96.91821999999999
12384_27013,1114.3161999999995
12384_27014,2510.9130000000014
12384_27015,819.6416
12384_27016,1039.2044999999996
12384_27017,197.41319000000001
12384_27018,384.8169699999999
12384_27019,437.22747999999984
12384_27020,116.81233999999998
12384_27021,47.85982
12384_27022,247.79105000000004
12384_27023,118.50357000000001
12384_27024,604.3668499999998
12384_27025,599.7083200000001
12384_27026,135.47988999999998
12384_27027,86.72498999999999
12384_27028,23.72022
12384_27029,295.1002
12384_27030,530.4205700000001
12384_27031,1196.6228800000004
12384_27032,899.4847800000001
12384_27033,662.7467400000002
12384_27034,2742.2014000000013
12384_27035,1488.1341999999995
12384_27036,1201.6530900000005
12384_27037,496.7616
12384_27038,293.56679999999994
12384_27039,408.88849999999996
12384_27040,696.07787
12384_27041,370.33302000000003
12384_27042,775.6553999999999
12384_27043,1226.0237000000004
12384_27044,288.763
12384_27045,943.0496900000004
12384_27046,638.4032000000001
12384_27047,892.2412000000003
12384_27048,1225.3942999999997
12384_27049,595.4318000000001
12384_27050,674.9229999999999
12384_27051,806.8446
12384_27052,959.6935000000003
12384_27053,1196.9423
12384_27054,1455.99058
12384_27055,1975.6734999999992
12384_27056,2460.4814
12384_27057,1401.0672
12384_27058,1535.0668999999998
12384_27059,567.3152499999999
12384_27060,1919.1396
12384_27061,195.9872
12384_27063,263.88018000000005
12384_27064,86.37214999999999
12384_27065,119.55814
12385_26923,163.89348
12385_26934,36.59468
12385_26935,130.08545
12385_26942,41.065780000000004
12385_26944,18.0679
